endTime,artistName,trackName,msPlayed
2022-12-26 12:00,Morat,Cuánto Me Duele,7680
2022-12-26 12:04,Morat,Enamórate De Alguien Más,229107
2022-12-26 12:08,Morat,No Termino,239826
2022-12-26 12:09,Morat,Antes De Los Veinte,81309
2022-12-26 12:12,Morat,Primeras Veces,192299
2022-12-26 12:15,Morat,23,187605
2022-12-26 12:19,Morat,Ladrona,256146
2022-12-26 12:22,Morat,Segundos Platos,184666
2022-12-26 12:25,Morat,Simplemente Pasan,181316
2022-12-26 12:28,Morat,Huele A Gol,154751
2022-12-26 12:33,Bacilos,Tabaco y Chanel - Re-Recorded,315698
2022-12-26 12:36,Morat,506,180546
2022-12-26 12:39,Morat,Maldita Costumbre,165786
2022-12-26 12:42,Morat,Di Que No Te Vas,207869
2022-12-26 12:45,Morat,Idiota,183693
2022-12-26 12:49,Morat,A Dónde Vamos,37332
2022-12-26 12:49,Morat,¿Qué Ganas?,212225
2022-12-26 12:52,Morat,Date La Vuelta,197092
2022-12-26 12:55,Morat,Bajo La Mesa,138167
2022-12-26 12:58,Morat,Si La Ves,228399
2022-12-26 13:00,Morat,Causa Perdida,91244
2022-12-26 13:03,Yera,Mejores Amigos,205369
2022-12-26 13:06,Morat,Presiento,174379
2022-12-26 13:10,Andrés Cepeda,Déjame Ir,232743
2022-12-26 13:14,Nabález,La Correcta,219198
2022-12-26 13:17,Morat,De Cero,187115
2022-12-26 13:41,Morat,No Se Va,9367
2022-12-26 13:41,Morat,Ahora Que No Puedo Hablar,3669
2022-12-26 13:44,Morat,Llamada Perdida,166333
2022-12-26 13:47,Morat,En Coma,203946
2022-12-26 13:50,Morat,Cuando El Amor Se Escapa,176121
2022-12-26 13:53,Morat,Salir Con Vida,176086
2022-12-26 13:56,Morat,Debí Suponerlo,144631
2022-12-26 13:56,Morat,Mi Suerte,7680
2022-12-26 13:56,Morat,Besos En Guerra,3840
2022-12-26 13:56,Morat,Del Estadio Al Cielo,31113
2022-12-26 13:56,Morat,Otras Se Pierden,3242
2022-12-26 13:59,Antonio José,Lo Que Hará Mi Boca,176197
2022-12-26 14:02,Morat,Para Que Nadie Se Entere,175780
2022-12-26 14:05,Morat,Eres Tú,205556
2022-12-26 14:08,Morat,Al Aire,169333
2022-12-26 14:12,Alejandro Fernández,Sé Que Te Duele,228146
2022-12-26 14:15,Beret,Porfa no te vayas,209712
2022-12-26 14:19,Morat,Las Cometas Siempre Vuelan En Agosto (Ft. Líderes Sociales),218760
2022-12-26 14:22,Morat,No Hay Más Que Hablar,211935
2022-12-26 14:41,Morat,Santa Fe,166179
2022-12-26 14:44,Morat,En Un Sólo Dia,202120
2022-12-26 14:48,Morat,Acuérdate De Mí,221063
2022-12-26 14:48,Morat,Mil Tormentas,10078
2022-12-26 14:51,Morat,París,182187
2022-12-26 14:57,Morat,11 Besos,118727
2022-12-26 14:59,Morat,_ u _ s _ _ A _ _ j _,13680
2022-12-26 14:59,Morat,Una Vez Más,90203
2022-12-26 15:03,Morat,Cuando Nadie Ve,219184
2022-12-26 15:03,Morat,Labios Rotos,6741
2022-12-26 15:03,Mocedades,Sobreviviremos,33815
2022-12-26 15:03,Morat,Cómo Te Atreves,4266
2022-12-26 15:06,Morat,Valen Más,189452
2022-12-26 15:07,Paulina Rubio,Mi Nuevo Vicio,1984
2022-12-26 15:07,Morat,Aprender A Quererte,10078
2022-12-26 15:10,Reik,La Bella y la Bestia,186359
2022-12-26 15:10,Paty Cantú,¿ A Dónde Vamos A Parar ?,20452
2022-12-26 15:13,Morat,Nunca Al Revés,181775
2022-12-26 15:17,Morat,Yo Más Te Adoro,202426
2022-12-26 15:20,Aitana,Más De Lo Que Aposté,205031
2022-12-26 15:23,Morat,Amor Con Hielo,203960
2022-12-26 15:27,Morat,Mi Nuevo Vicio,237360
2022-12-26 15:31,Morat,Nunca Te Olvidé,211970
2022-12-26 15:34,Morat,Yo No Merezco Volver,220155
2022-12-26 15:37,Morat,506,180552
2022-12-26 15:40,Manuel Turizo,La Bachata,162637
2022-12-26 15:43,Yera,Mejores Amigos,205369
2022-12-26 15:46,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",163226
2022-12-29 14:44,Anson Seabra,Robin Hood,221538
2022-12-29 14:47,Kodaline,Brother,203185
2022-12-29 14:50,Lovesik,Falling Into Love,154397
2022-12-29 14:54,Zac Efron,Rewrite The Stars,217440
2022-12-29 14:57,Ali Gatie,It's You,212606
2022-12-29 15:01,James Arthur,Can I Be Him,246880
2022-12-29 15:05,BANNERS,Someone To You,219800
2022-12-29 15:06,Keala Settle,This Is Me,57318
2022-12-29 15:08,Lost Frequencies,Melody,149008
2022-12-29 15:10,Troy,Everyday,94603
2022-12-29 15:13,Zoe Wees,Control,230880
2022-12-29 15:18,Kodaline,All I Want,305746
2022-12-29 15:22,Anson Seabra,Walked Through Hell,216864
2022-12-29 15:26,Ron Pope,A Drop in the Ocean,220238
2022-12-29 15:29,PUBLIC,Make You Mine,191908
2022-12-29 15:31,Ella Eyre,We Don't Have To Take Our Clothes Off - Remastered 2015,139946
2022-12-29 15:31,Zac Efron,Gotta Go My Own Way,4266
2022-12-29 15:35,James Arthur,Falling Like The Stars,212720
